name,yomi,lat,lon,lastchar
小沢村,おざわむら,36.178982,138.749176,沢
秋畑村,あきはたむら,36.185448,138.874496,畑
善慶寺村,ぜんけいじむら,36.233608,138.909454,寺
小幡村,おばたむら,36.219173,138.919342,幡
上野村,うえのむら,36.236946,138.926071,野
福島村,ふくしまむら,36.253304,138.926147,島
二日町村,ふつかまちむら,36.248779,138.934509,町
多井戸村,おおいどむら,36.248779,138.934509,戸
白倉村,しらくらむら,36.225491,138.933594,倉
金井村,かないむら,36.248121,138.955315,井
造石村,つくりいしむら,36.260296,138.946564,石
庭谷村,にわやむら,36.262245,138.939865,谷
上丹生村,かみにゆうむら,36.270668,138.809326,生
下丹生村,しもにゆうむら,36.258961,138.828873,生
原村,はらむら,36.256207,138.802505,原
蚊沼村,かぬまむら,36.24839,138.808655,沼
中沢村,なかざわむら,36.245255,138.796738,沢
南蛇井村,なんじやいむら,36.237354,138.801422,井
上小林村,かみこばやしむら,36.240051,138.832535,林
神原村,かのはらむら,36.24292,138.84761,原
宮崎村,みやざきむら,36.248734,138.845871,崎
田島村,たじまむら,36.24548,138.858871,島
宇田村,うだむら,36.260063,138.850174,田
一ノ宮村,いちのみやむら,36.255596,138.861572,宮
七日市村,なのかいちむら,36.258728,138.878937,市
富岡村,とみおかむら,36.258312,138.895798,岡
曾木村,そぎむら,36.257584,138.910309,木
黒川村,くろかわむら,36.263817,138.868835,川
黒岩村,くろいわむら,36.277159,138.879181,岩
別保村,べつぽむら,36.267422,138.892654,保
高尾村,たかおむら,36.282509,138.906036,尾
藤木村,ふじきむら,36.294933,138.915848,木
大桑原村,おおくわはらむら,36.298618,138.938339,原
小桑原村,こぐわはらむら,36.289814,138.932083,原
相野田村,あいのたむら,36.283783,138.926804,田
白岩村,しらいわむら,36.280666,138.922379,岩
後賀村,ごかむら,36.27161,138.931076,賀
星田村,ほしだむら,36.268387,138.923431,田
君川村,きみかわむら,36.268288,138.912292,川
高瀬村,たかせむら,36.246217,138.879618,瀬
大島村,おおしまむら,36.24078,138.861496,島
野上村,のがみむら,36.208454,138.84198,上
岡本村,おかもとむら,36.232655,138.891846,本
吉井村,よしいむら,36.258095,138.986023,井
川内村,かわうちむら,36.258095,138.986023,内
長根村,ながねむら,36.245844,138.968697,根
片山村,かたやまむら,36.261852,138.963821,山
本郷村,ほんごうむら,36.259941,138.972168,郷
塩川村,しおがわむら,36.259811,138.981339,川
池村,いけむら,36.273151,138.997643,池
矢田村,やたむら,36.250435,138.997314,田
神保村,じんぼむら,36.242229,138.975449,保
東谷村,ひがしやむら,36.214176,138.955902,谷
大沢村,おおさわむら,36.212002,138.972656,沢
多比良村,たいらむら,36.232384,138.999146,良
深沢村,ふかさわむら,36.247944,139.012344,沢
石神村,いしがみむら,36.250767,139.004517,神
中島村,なかじまむら,36.258156,139.004852,島
岩井村,いわいむら,36.264587,139.028839,井
岩崎村,いわざきむら,36.277161,138.981689,崎
奥平村,おくだいらむら,36.287649,138.965843,平
坂口村,さかぐちむら,36.275578,138.944702,口
新町宿,しんまちしゆく,36.272076,139.111679,宿
浄法寺村,じようぼうじむら,36.185398,139.048309,寺
鬼石村,おにしむら,36.163223,139.054337,石
三波川村,さんばがわむら,36.16082,138.994827,川
譲原村,ゆずりはらむら,36.14109,139.031433,原
保美濃山村,ほみのやまむら,36.142284,139.007828,山
坂原村,さかはらむら,36.130806,138.979233,原
柏木村,かしわぎむら,36.127346,138.943375,木
麻生村,あそうむら,36.110043,138.944946,生
万場村,まんばむら,36.131565,138.912064,場
塩沢村,しおざわむら,36.134342,138.879761,沢
黒田村,くろだむら,36.11784,138.893356,田
森戸村,もりどむら,36.103283,138.908737,戸
小平村,こだいらむら,36.101089,138.894867,平
相原村,あいばらむら,36.10207,138.878662,原
青梨子村,あおなしむら,36.094837,138.88002,子
船子村,ふなこむら,36.117287,138.862427,子
魚尾村,よのおむら,36.098869,138.853333,尾
平原村,へばらむら,36.135584,138.792542,原
神原村,かがはらむら,36.080009,138.840103,原
野栗沢村,のぐりさわむら,36.049438,138.796249,沢
勝山村,かつやまむら,36.079449,138.782898,山
楢原村,ならはらむら,36.056297,138.687653,原
白井村,しろいむら,36.056297,138.687653,井
浜平村,はまだいらむら,36.056297,138.687653,平
藤岡町,ふじおかまち,36.239433,139.070953,岡
小林村,こばやしむら,36.239677,139.089401,林
本郷村,ほんごうむら,36.228687,139.075134,郷
牛田村,うしたむら,36.211308,139.071793,田
神田村,じんだむら,36.21423,139.064056,田
矢場村,やばむら,36.217628,139.053528,場
三本木村,さんぼぎむら,36.210133,139.047928,木
高山村,たかやまむら,36.19257,139.021957,山
上戸塚村,かみとづかむら,36.247169,139.094635,塚
下戸塚村,しもとづかむら,36.254154,139.095047,塚
下栗須村,しもくりすむら,36.262772,139.086838,須
岡之郷村,おかのごうむら,36.264458,139.096588,郷
立石新田,たついししんでん,36.283424,139.099991,田
立石村,たついしむら,36.279346,139.088303,石
中島村,なかじまむら,36.288177,139.080841,島
森村,もりむら,36.277237,139.076599,森
森新田村,もりしんでんむら,36.278866,139.05986,田
中村,なかむら,36.276352,139.068314,中
中栗須村,なかくりすむら,36.261871,139.07634,須
上栗須村,かみくりすむら,36.263378,139.069,須
篠塚村,しのづかむら,36.263199,139.061523,塚
本動堂村,もとゆるぎどうむら,36.262199,139.052002,堂
上落合村,かみおちあいむら,36.263927,139.040298,合
下大塚村,しもおおづかむら,36.25766,139.059326,塚
中大塚村,なかおおづかむら,36.249374,139.054947,塚
上大塚村,かみおおづかむら,36.241623,139.052826,塚
三木村,みつぎむら,36.257092,139.027496,木
白石村,しろいしむら,36.248825,139.036209,石
鮎川村,あゆがわむら,36.234661,139.045151,川
東平井村,ひがしひらいむら,36.224682,139.044373,井
西平井村,にしひらいむら,36.227463,139.025772,井
金井村,かないむら,36.214161,139.032364,井
下日野村,しもひのむら,36.198326,138.997452,野
上日野村,かみひのむら,36.173019,138.938126,野
川浦村,かわうらむら,36.444729,138.710297,浦
水沼村,みずぬまむら,36.404106,138.781586,沼
権田村,ごんだむら,36.453255,138.801437,田
三野倉村,さんのくらむら,36.420166,138.808609,倉
上室田村,かみむろだむら,36.413197,138.847038,田
中室田村,なかむろだむら,36.413063,138.863174,田
下室田村,しもむろだむら,36.407383,138.892914,田
上里見村,かみさとみむら,36.378292,138.858521,見
中里見村,なかさとみむら,36.368881,138.905396,見
下里見村,しもさとみむら,36.359371,138.918839,見
上大島村,かみおおしまむら,36.36002,138.92952,島
本郷村,ほんごうむら,36.364155,138.939362,郷
上高浜村,かみたかはまむら,36.37355,138.931992,浜
下高浜村,しもたかはまむら,36.37355,138.931992,浜
神戸村,ごうどむら,36.373501,138.916733,戸
三子沢村,みつござわむら,36.378357,138.922165,沢
白岩村,しらいわむら,36.384026,138.934677,岩
宮沢村,みやざわむら,36.420364,138.896927,沢
榛名山村,はるなさんむら,36.44405,138.844162,山
善地村,ぜんじむら,36.429153,138.911522,地
富岡村,とみおかむら,36.39463,138.940338,岡
和田山村,わだやまむら,36.379814,138.951843,山
白川村,しらかわむら,36.374111,138.949188,川
松野沢村,まつのさわむら,36.441303,138.917496,沢
矢原村,やばらむら,36.421703,138.947021,原
金敷平村,かなしきだいらむら,36.406681,138.945618,平
東明屋村,ひがしあきやむら,36.405262,138.955704,屋
西明屋村,にしあきやむら,36.398365,138.953888,屋
柏木沢村,かしわぎざわむら,36.425364,138.957794,沢
生原村,おいばらむら,36.39695,138.970367,原
井出村,いでむら,36.372482,138.988953,出
保渡田村,ほどたむら,36.383381,138.981018,田
中里村,なかざとむら,36.394268,138.983124,里
三ッ寺村,みつてらむら,36.376621,138.993683,寺
福島村,ふくしまむら,36.367016,139.000336,島
中泉村,なかいずみむら,36.373325,139.000565,泉
菅谷村,すがやむら,36.378056,139.015472,谷
足門村,あしかどむら,36.398323,138.991531,門
西国分村,にしこくぶむら,36.402451,139.015427,分
東国分村,ひがしこくぶむら,36.399261,139.024857,分
北原村,きたはらむら,36.406631,139.021805,原
引間村,ひきまむら,36.394512,139.010437,間
冷水村,ひやみずむら,36.400803,139.007187,水
疋間村,ひきまむら,36.395805,139.013718,間
塚田村,つかだむら,36.388268,139.021866,田
稲荷台村,とうかだいむら,36.382751,139.023468,台
南町,みなみちよう,36.318527,139.008438,南
新田町,しんでんまち,36.319935,139.008072,田
新町,あらまち,36.272076,139.111679,新
田町,たまち,36.32732,139.006653,田
九蔵町,くぞうまち,36.330132,139.007263,蔵
本町,もとまち,36.33099,139.00386,本
赤坂町,あかさかまち,36.330284,138.999878,坂
四ッ屋町,よつやまち,36.331394,139.001053,屋
相生町,あいおいちよう,36.332413,139.000687,生
下横町,しもよこちよう,36.320877,139.006271,横
中紺屋町,なかこんやまち,36.326836,139.005142,屋
寄合町,よりあいちよう,36.327801,139.005157,合
新紺屋町,しんこんやまち,36.329159,139.005203,屋
職人町,しよくにんまち,36.272076,139.111679,人
砂賀町,すながちよう,36.32312,139.008682,賀
通町,とおりまち,36.324619,139.009384,通
元紺屋町,もとこんやまち,36.32682,139.007874,屋
高松町,たかまつちよう,36.323921,139.001572,松
柳川町,やながわちよう,36.328556,139.002365,川
堰代町,せきしろちよう,36.329166,139.000854,代
十人町,じゆうにんちよう,36.32312,139.008682,人
北通町,きたとおりまち,36.32822,139.008347,通
新町,しんちよう,36.327065,139.009644,新
山田町,やまだちよう,36.332062,139.008011,田
住吉町,すみよしちよう,36.334557,139.000916,吉
歌川町,うたがわちよう,36.330982,138.996536,川
明石町,あかしちよう,36.320362,139.004906,石
鎌倉町,かまくらちよう,36.318119,139.004517,倉
若松町,わかまつちよう,36.318119,139.004517,松
竜見町,たつみちよう,36.316463,139.007767,見
赤坂村,あかさかむら,36.3293,139.006203,坂
下和田村,しもわだむら,36.315325,139.012361,田
飯塚村,いいづかむら,36.343126,139.010702,塚
貝沢村,かいざわむら,36.340839,139.020252,沢
江木村,えぎむら,36.331066,139.020416,木
高関村,たかぜきむら,36.325771,139.027115,関
上中居村,かみなかいむら,36.319693,139.034035,居
下中居村,しもなかいむら,36.315496,139.04071,居
下之城村,しものじようむら,36.308746,139.031006,城
和田田中村,わだたなかむら,36.315534,139.016567,中
上佐野村,かみさのむら,36.31242,139.020457,野
下佐野村,しもさのむら,36.295834,139.029755,野
佐野窪村,さのくぼむら,36.303665,139.015625,窪
倉賀野村,くらがのむら,36.301737,139.050255,野
矢中村,やなかむら,36.315617,139.044464,中
中里村,なかざとむら,36.303467,139.058701,里
栗崎村,くりさきむら,36.305599,139.065735,崎
台新田村,だいしんでんむら,36.298752,139.071686,田
八幡原村,やはたばらむら,36.293959,139.096458,原
下斎田村,しもさいだむら,36.305725,139.089325,田
下滝村,しもたきむら,36.315063,139.079498,滝
滝村,たきむら,36.31757,139.086319,滝
上滝村,かみたきむら,36.31757,139.086319,滝
滝新田村,たきしんでんむら,36.31757,139.086319,田
中島村,なかじまむら,36.324802,139.08757,島
宿横手村,しゆくよこてむら,36.327194,139.077026,手
西横手村,にしよこてむら,36.333454,139.07373,手
柴崎村,しばさきむら,36.317699,139.047043,崎
本島名村,もとしまなむら,36.329754,139.062271,名
島野村,しまのむら,36.337391,139.063797,野
矢島村,やじまむら,36.336662,139.049927,島
萩原村,はぎわらむら,36.343136,139.070358,原
大沢村,おおさわむら,36.350918,139.063828,沢
京目村,きようめむら,36.348099,139.056732,目
西島村,にしじまむら,36.342258,139.047516,島
新保村,しんぼむら,36.3479,139.040588,保
新保田中村,しんぼたなかむら,36.360764,139.040726,中
中尾村,なかおむら,36.369942,139.027267,尾
井野村,いのむら,36.355373,139.02652,野
浜尻村,はまじりむら,36.352921,139.016769,尻
正観寺村,しようかんじむら,36.371819,139.018997,寺
小八木村,こやぎむら,36.36195,139.014374,木
大八木村,おおやぎむら,36.353553,139.004804,木
浜川村,はまがわむら,36.369167,138.980423,川
南新波村,みなみあらなみむら,36.360313,138.972488,波
北新波村,きたあらなみむら,36.366261,138.971832,波
菊地村,きくじむら,36.361279,138.964783,地
西新波村,にしあらなみむら,36.362854,138.958527,波
楽間村,らくまむら,36.370407,138.964447,間
町屋村,まちやむら,36.353874,138.950592,屋
下大島村,しもおおしまむら,36.352768,138.940659,島
金井淵村,かないぶちむら,36.350155,138.954285,淵
若田村,わかたむら,36.347771,138.938339,田
剣崎村,けんざきむら,36.344723,138.95549,崎
八幡村,やわたむら,36.340927,138.945023,幡
藤塚村,ふじづかむら,36.334072,138.957794,塚
豊岡村,とよおかむら,36.336272,138.976788,岡
石原村,いしはらむら,36.31772,138.993557,原
寺尾村,てらおむら,36.291162,139.004766,尾
根小屋村,ねごやむら,36.288757,139.026291,屋
山名村,やまなむら,36.283218,139.021393,名
木部村,きべむら,36.277241,139.051361,部
阿久津村,あくつむら,36.28828,139.057922,津
上白井村,かみしろいむら,36.563164,139.026642,井
中郷村,なかごうむら,36.555138,139.003387,郷
白井村,しろいむら,36.512444,139.013016,井
吹屋村,ふきやむら,36.517872,139.013962,屋
北牧村,きたもくむら,36.531445,138.990967,牧
横堀村,よこぼりむら,36.553905,138.983215,堀
小野子村,おのこむら,36.559227,138.969971,子
村上村,むらかみむら,36.56715,138.913376,上
湯中子村,ゆなかごむら,36.499626,138.900223,子
伊香保村,いかほむら,36.490005,138.922348,保
水沢村,みずさわむら,36.478687,138.944839,沢
広馬場村,ひろばばむら,36.441589,138.941025,場
新井村,あらいむら,36.438068,138.970276,井
山子田村,やまこだむら,36.446487,138.966965,田
長岡村,ながおかむら,36.450962,138.979965,岡
小倉村,おぐらむら,36.460262,138.994781,倉
上野田村,かみのだむら,36.461723,138.963898,田
下野田村,しものだむら,36.453224,139.011169,田
北下村,きたしもむら,36.43829,139.00119,下
南下村,みなみしもむら,36.439404,139.002014,下
大久保村,おおくぼむら,36.43425,139.020493,保
漆原村,うるしばらむら,36.44173,139.03157,原
渋川村,しぶかわむら,36.498174,138.997054,川
中村,なかむら,36.480736,139.016357,中
石原村,いしはらむら,36.487267,138.982224,原
湯上村,ゆのうえむら,36.47744,138.98317,上
八木原村,やぎはらむら,36.464912,139.016968,原
半田村,はんだむら,36.463806,139.029572,田
金井村,かないむら,36.511509,138.977951,井
阿久津村,あくつむら,36.506672,139.006714,津
南牧村,なんもくむら,36.523228,138.988907,牧
川島村,かわしまむら,36.522591,138.96756,島
祖母島村,うばしまむら,36.529488,138.949585,島
三原田村,みはらだむら,36.507242,139.03727,田
滝沢村,たきざわむら,36.514256,139.04393,沢
持柏木村,もちかしわぎむら,36.503269,139.052261,木
溝呂木村,みぞろぎむら,36.517826,139.072319,木
見立村,みたちむら,36.514614,139.034378,立
宮田村,みやだむら,36.525188,139.030838,田
勝保沢村,かつぼざわむら,36.523193,139.048309,沢
上野村,うえのむら,36.533951,139.054825,野
津久田村,つくだむら,36.551441,139.049652,田
長井小川田村,ながいおがわだむら,36.561066,139.066483,田
深山村,みやまむら,36.564014,139.096405,山
棚下村,たなしたむら,36.575661,139.061768,下
八崎村,はつさきむら,36.495205,139.029404,崎
分郷八崎村,ぶんごうはつさきむら,36.483757,139.028458,崎
小室村,こむろむら,36.492523,139.044815,室
下南室村,しもなむろむら,36.487152,139.051498,室
上南室村,かみなむろむら,36.497063,139.064438,室
上箱田村,かみはこだむら,36.49147,139.070404,田
箱田村,はこだむら,36.472263,139.052444,田
中箱田村,なかはこだむら,36.472263,139.052444,田
下箱田村,しもはこだむら,36.463837,139.04335,田
米野村,こめのむら,36.467808,139.05899,野
山口村,やまぐちむら,36.48848,139.074997,口
横室村,よこむろむら,36.44886,139.059875,室
引田村,ひきだむら,36.460396,139.065674,田
漆窪村,うるくぼむら,36.465733,139.073303,窪
一之木場村,いちのきばむら,36.480324,139.073715,場
石井村,いしいむら,36.476059,139.087936,井
原之郷,はらのごう,36.44117,139.067123,郷
田島村,たじまむら,36.455921,139.075943,島
小沢新田,おざわしんでん,36.451096,139.082443,田
不動堂村,ふどうどうむら,36.437054,139.086823,堂
中島村,なかじまむら,36.437054,139.086823,島
皆沢新田,みなざわしんでん,36.471329,139.117691,田
宮関村,みやぜきむら,36.410831,139.159668,関
茂木村,もてぎむら,36.410534,139.150513,木
横沢村,よこざわむら,36.42728,139.137543,沢
滝窪村,たきくぼむら,36.461613,139.133545,窪
堀越村,ほりこしむら,36.428493,139.151718,越
河原浜村,かわらはまむら,36.427673,139.166031,浜
樋越村,ひごしむら,36.415077,139.176208,越
上大屋村,かみおおやむら,36.408154,139.167648,屋
大前田村,おおまえたむら,36.426559,139.187347,田
鼻毛石村,はなけいしむら,36.444874,139.179535,石
馬場村,ばばむら,36.437206,139.199203,場
苗ヶ島村,なえがしまむら,36.463619,139.191391,島
三夜沢村,みよさわむら,36.485706,139.175278,沢
東柏倉村,ひがしかしわぐらむら,36.483227,139.151764,倉
西柏倉村,にしかしわぐらむら,36.483227,139.151764,倉
市之関村,いちのせきむら,36.455807,139.149704,関
深津村,ふかづむら,36.397831,139.203323,津
女淵村,おなぶちむら,36.410099,139.207413,淵
込皆戸村,こみがいとむら,36.416058,139.193497,戸
新屋村,あらやむら,36.416779,139.194275,屋
一日市村,ひといちむら,36.404068,139.222458,市
前皆戸村,まえがいとむら,36.41423,139.216278,戸
中村,なかむら,36.421715,139.215927,中
月田村,つきだむら,36.429745,139.211578,田
室沢村,むろさわむら,36.472683,139.20092,沢
野村,のむら,36.399513,139.237625,野
武井村,たけいむら,36.416668,139.241104,井
小林村,こばやしむら,36.413738,139.232452,林
山上村,やまかみむら,36.430614,139.22908,上
大久保村,おおくぼむら,36.44611,139.239609,保
鶴ヶ谷村,つるがやむら,36.438461,139.248901,谷
新川村,につかわむら,36.423508,139.256714,川
奥沢村,おくざわむら,36.450085,139.255188,沢
関村,せきむら,36.452389,139.229752,関
高泉村,たかいずみむら,36.462711,139.239563,泉
板橋村,いたばしむら,36.475805,139.21492,橋
下田沢村,しもたざわむら,36.539024,139.231659,沢
上田沢村,かみたざわむら,36.553059,139.292465,沢
水沼村,みずぬまむら,36.502518,139.28862,沼
八木原村,やぎはらむら,36.491058,139.278625,原
荻原村,おぎはらむら,36.518932,139.297318,原
小夜戸村,さやどむら,36.520439,139.326431,戸
小中村,こなかむら,36.584003,139.331757,中
神戸村,ごうどむら,36.552471,139.35257,戸
座間村,ざまむら,36.530006,139.381897,間
草木村,くさぎむら,36.560341,139.381363,木
柳町,やなぎまち,36.389675,139.063828,柳
石川町,いしかわちよう,36.387084,139.063596,川
堀川町,ほりかわちよう,36.387642,139.067802,川
田中町,たなかまち,36.385696,139.073196,中
本町,ほんまち,36.389393,139.071045,本
田町,たまち,36.388226,139.068883,田
相生町,あいおいちよう,36.387545,139.072121,生
中川町,なかがわまち,36.385384,139.080002,川
新町,しんまち,36.385504,139.085926,新
天川村,あまがわむら,36.380689,139.086296,川
大塚町,おおつかまち,36.387011,139.07827,塚
紺屋町,こんやまち,36.39197,139.070841,屋
立川町,たてかわちよう,36.393009,139.069712,川
横山町,よこやまちよう,36.392302,139.06974,山
細ヶ沢町,こまがざわまち,36.396887,139.069565,沢
小柳町,こやなぎちよう,36.396523,139.071091,柳
向町,むかいちよう,36.398228,139.065058,向
岩神村,いわがみむら,36.400432,139.062789,神
才川村,さいがわむら,36.402831,139.073947,川
清王寺村,せいおうじむら,36.398201,139.077154,寺
田口村,たぐちむら,36.447002,139.04689,口
関根村,せきねむら,36.438316,139.047409,根
日輪寺村,にちりんじむら,36.430485,139.062668,寺
荒牧村,あらまきむら,36.424362,139.049576,牧
川原島新田,かわはらしましんでん,36.420904,139.043884,田
青柳村,あおやぎむら,36.42588,139.065338,柳
龍蔵寺村,りゆうぞうじむら,36.42347,139.07193,寺
上小出村,かみこいでむら,36.410882,139.056651,出
下小出村,しもこいでむら,36.407465,139.064186,出
北代田村,きたしろたむら,36.411686,139.073334,田
下細井村,しもほそいむら,36.413006,139.086838,井
上細井村,かみほそいむら,36.424072,139.082611,井
勝沢村,かつざわむら,36.425455,139.102631,沢
小坂子村,こざかしむら,36.456446,139.125595,子
五代村,ごだいむら,36.412727,139.110077,代
幸塚村,こうづかむら,36.404995,139.085114,塚
上沖之郷,かみおきのごう,36.408142,139.090912,郷
下沖之郷,しもおきのごう,36.399872,139.093567,郷
三俣村,みつまたむら,36.398832,139.080971,俣
上泉村,かみいずみむら,36.407715,139.120361,泉
荻窪村,おぎくぼむら,36.421848,139.128647,窪
小泉村,こいずみむら,36.400871,139.125015,泉
石関村,いしぜきむら,36.389854,139.116394,関
堀之下村,ほりのしたむら,36.392002,139.123199,下
江木村,えぎむら,36.392399,139.136383,木
富田村,とみだむら,36.387856,139.146011,田
荒口村,あらくちむら,36.382713,139.15448,口
荒子村,あらこむら,36.380562,139.169388,子
泉沢村,いずみさわむら,36.397308,139.16188,沢
下大屋村,しもおおやむら,36.393093,139.172379,屋
西大室村,にしおおむろむら,36.384815,139.193787,室
東大室村,ひがしおおむろむら,36.374935,139.191498,室
飯土井村,いいどいむら,36.362404,139.180695,井
新井村,あらいむら,36.355011,139.172836,井
二之宮村,にのみやむら,36.361038,139.166779,宮
今井村,いまいむら,36.369804,139.148575,井
天川大島村,あまがわおおしまむら,36.372066,139.104416,島
野中村,のなかむら,36.378193,139.112549,中
上大島村,かみおおしまむら,36.369968,139.117599,島
下大島村,しもおおしまむら,36.358749,139.121384,島
小屋原村,こやはらむら,36.355583,139.136322,原
駒形新田,こまがたしんでん,36.344303,139.137375,田
上野村,うえのむら,36.383175,139.122742,野
女屋村,おなやむら,36.375526,139.127701,屋
小島田村,こじまたむら,36.372772,139.135605,田
笂井村,うつぼいむら,36.365383,139.138077,井
上増田村,かみますだむら,36.357372,139.152573,田
下増田村,しもますだむら,36.345623,139.157608,田
両家村,りようけむら,,,家
西善養寺村,にしぜんようじむら,36.345448,139.112213,寺
横堀村,よこぼりむら,,,堀
中内村,なかうちむら,36.340637,139.125717,内
東善養寺村,ひがしぜんようじむら,36.341537,139.131302,寺
紅雲分村,こううんぶんむら,36.383833,139.064407,分
前代田村,まえしろたむら,36.384187,139.071238,田
天川原村,あまがわらむら,36.37964,139.078849,原
宗甫分村,そうほぶんむら,36.377386,139.06488,分
朝倉村,あさくらむら,36.362692,139.099182,倉
橳島村,ぬでじまむら,36.359245,139.07431,島
宮地村,みやじむら,36.342503,139.10289,地
公田村,くでんむら,36.347443,139.075363,田
茂右衛門分村,もえもんぶんむら,36.347443,139.075363,分
下公田村,しもくでんむら,36.347443,139.075363,田
龍門村,りゆうもんむら,36.341019,139.090439,門
阿内宿村,あうちしゆくむら,36.341019,139.090439,宿
矢島村,やじまむら,36.341019,139.090439,島
寺家村,じけむら,36.341019,139.090439,家
阿内村,あうちむら,36.334848,139.090385,内
横手村,よこてむら,36.333927,139.080933,手
今宿村,いまじゆくむら,36.334862,139.097351,宿
善光寺村,ぜんこうじむら,36.334862,139.097351,寺
新堀村,にいぼりむら,36.324989,139.097656,堀
下阿内村,しもあうちむら,36.324039,139.105637,内
房丸村,ぼうまるむら,36.338581,139.107498,丸
徳丸村,とくまるむら,36.335033,139.110977,丸
力丸村,りきまるむら,36.330624,139.114594,丸
上青梨子村,かみあおなしむら,36.421131,139.017319,子
青梨子村,あおなしむら,36.412823,139.014755,子
植野村,うえのむら,36.420296,139.033653,野
高井村,たかいむら,36.413551,139.026268,井
大屋敷村,おおやしきむら,36.402599,139.030838,敷
野馬塚村,のまづかむら,36.400162,139.042389,塚
小川原分村,おがわらぶんむら,36.402599,139.030838,分
石倉分村,いしくらぶんむら,36.402599,139.030838,分
大渡村,おおわたりむら,36.397709,139.050415,渡
内藤分村,ないとうぶんむら,36.382988,139.054436,分
江田村,えだむら,36.370811,139.040466,田
古市村,ふるいちむら,36.377407,139.04808,市
小相木村,こあいぎむら,36.371324,139.060349,木
箱田村,はこだむら,36.366859,139.049088,田
後家村,ごけむら,36.367653,139.055923,家
前箱田村,まえはこだむら,36.362698,139.049942,田
稲荷新田村,とうかしんでんむら,36.360725,139.057373,田
上新田村,かみしんでんむら,36.364298,139.061989,田
下新田村,しもしんでんむら,36.360016,139.062927,田
西野村,にしのむら,36.396809,139.221878,野
今井村,いまいむら,36.30143,139.179291,井
堀之下村,ほりのしたむら,36.366505,139.215942,下
市場村,いちばむら,36.373722,139.220963,場
西久保村,にしくぼむら,36.379333,139.226425,保
野村,のむら,36.387444,139.227539,野
香林村,こうばやしむら,36.388123,139.241013,林
曲沢村,まがりさわむら,36.377113,139.249298,沢
間野谷村,あいのやむら,36.359962,139.2332,谷
間野村,あいのむら,36.380676,139.261902,野
田部村,たべむら,36.34956,139.260063,部
田部井村,ためがいむら,36.355778,139.247757,井
上田村,かみだむら,36.352909,139.235504,田
西小保方村,にしおぼかたむら,36.343437,139.234177,方
小保方村,おぼかたむら,36.326828,139.252579,方
上淵名村,かみふちなむら,36.311932,139.25087,名
東新井村,ひがしあらいむら,36.311684,139.264145,井
下淵名村,しもふちなむら,36.301289,139.247421,名
伊与久村,いよくむら,36.301327,139.229935,久
木島村,きじまむら,36.288101,139.243134,島
保泉村,ほずみむら,36.288544,139.223129,泉
中島村,なかじまむら,36.261532,139.253494,島
小此木村,おこのぎむら,36.266857,139.238174,木
島村,しまむら,36.257053,139.23761,島
前河原村,まえがわらむら,36.257053,139.23761,原
矢島村,やじまむら,36.286285,139.256729,島
今井村,いまいむら,36.282948,139.266769,井
三ッ木村,みつぎむら,36.279434,139.272064,木
女塚村,おなづかむら,36.27087,139.268524,塚
高岡村,たかおかむら,36.263771,139.264313,岡
八木沼村,やぎぬまむら,36.263771,139.264313,沼
平塚村,ひらづかむら,36.254341,139.266602,塚
板井村,いたいむら,36.316895,139.096252,井
八幡原村,やはたばらむら,36.293959,139.096458,原
斎田村,さいだむら,36.311539,139.110611,田
中斎田村,なかさいだむら,36.311539,139.110611,田
与六分村,よろくぶむら,36.306919,139.103439,分
上新田村,かみしんでんむら,36.30426,139.099518,田
下新田村,しもしんでんむら,36.303177,139.116272,田
飯島村,いいじまむら,36.301159,139.126358,島
福島村,ふくしまむら,36.31316,139.121857,島
上之手村,かみのてむら,36.295513,139.111862,手
角淵村,つのぶちむら,36.286991,139.117828,淵
上茂木村,かみもぎむら,36.297493,139.133911,木
下茂木村,しももぎむら,36.290859,139.133636,木
箱石村,はこいしむら,36.297947,139.144806,石
下之宮村,しものみやむら,36.302547,139.147812,宮
小泉村,こいずみむら,36.295258,139.154663,泉
川井村,かわいむら,36.287014,139.144135,井
飯倉村,いいぐらむら,36.285507,139.153351,倉
沼之上村,ぬまのうえむら,36.28286,139.161545,上
上福島村,かみふくじまむら,36.316914,139.121582,島
樋越村,ひごしむら,36.317593,139.134842,越
飯塚村,いいづかむら,36.327614,139.133682,塚
藤川村,ふじかわむら,36.326065,139.130936,川
本町,ほんまち,36.320259,139.195755,本
西町,にしまち,36.318012,139.191757,西
川久保町,かわくぼちよう,36.319096,139.188232,保
新町,あらまち,36.323635,139.194916,新
紺屋町,こんやまち,36.323635,139.194916,屋
袋町,ふくろまち,36.324219,139.190598,袋
太田村,おおたむら,36.330441,139.187988,田
安堀村,あんぼりむら,36.335949,139.176987,堀
波志江村,はしえむら,36.351929,139.188538,江
上植木村,かみうえきむら,36.343946,139.212189,木
下植木村,しもうえきむら,36.328202,139.21106,木
今泉村,いまいずみむら,36.312222,139.202081,泉
宮子村,みやこむら,36.332767,139.158096,子
東上之宮村,ひがしかみのみやむら,36.308926,139.152283,宮
西上之宮村,にしかみのみやむら,36.312164,139.14296,宮
田中島村,たなかじまむら,36.321274,139.16246,島
田中村,たなかむら,36.31086,139.162689,中
丹良塚村,にらづかむら,36.306942,139.174667,塚
阿弥大寺村,あみだいじむら,36.30241,139.165802,寺
小泉村,こいずみむら,36.28883,139.166748,泉
中町,なかまち,36.299442,139.17215,中
