name,yomi,lat,lon,lastchar
横山村,よこやまむら,37.539089,138.855774,山
四枚橋村,しまいばしむら,37.539089,138.855774,橋
関根村,せきねむら,37.536854,138.84874,根
島田村,しまだむら,37.54084,138.841309,田
並木新田,なみきしんでん,37.548401,138.830963,田
権太夫新田,ごんだゆうしんでん,37.548401,138.830963,田
宮内村,みやうちむら,37.42318,138.848892,内
狐興野,きつねごうや,37.556332,138.837143,野
海老島新田,えびじましんでん,37.553947,138.828949,田
福原村,ふくはらむら,37.559055,138.837753,原
中野村,なかのむら,37.555242,138.852463,野
鶴ヶ曾根村,つるがそねむら,37.550472,138.867371,根
亀ヶ谷新田,かめがやしんでん,37.548035,138.865433,田
松ヶ崎新田,まつがさきしんでん,37.570213,138.836777,田
中条村,ちゆうじようむら,,,条
石高新田,いしだかしんでん,37.588003,138.857338,田
真野代新田,まのしろしんでん,37.59227,138.836731,田
中条新田,ちゆうじようしんでん,37.604862,138.84584,田
西野新田,にしのしんでん,37.420761,138.804489,田
田上村,たがみむら,37.709579,139.074249,上
塚野新田,つかのしんでん,,,田
後藤新田,ごとうしんでん,,,田
湯川村,ゆがわむら,37.727867,139.09552,川
原崎新田,はらがさきしんでん,37.700844,139.055557,田
羽生田村,はにゆうだむら,37.68766,139.078415,田
大沢新田,おおさわしんでん,37.68766,139.078415,田
吉田新田,よしだしんでん,37.692013,139.070618,田
河舟川村,かわふねがわむら,37.676086,139.065323,川
太右衛門新田,たえもんしんでん,37.676086,139.065323,田
茗荷谷新田,みようがだにしんでん,,,田
坂田村,さかたむら,37.675488,139.046844,田
千苅新田,せんがりしんでん,37.682697,139.050125,田
保明新田,ほみようしんでん,37.691792,139.039307,田
石田新田,いしだしんでん,37.682503,139.044373,田
横場新田,よこばしんでん,37.70837,139.045303,田
曾根新田,そねしんでん,37.722645,139.058319,田
嶺崎村,みねざきむら,37.524946,138.926626,崎
見附新町,みつけしんまち,37.52517,138.920479,新
内町村,うちまちむら,37.531397,138.923011,町
小長瀬新田村,おながせしんでんむら,37.525815,138.919732,田
中新保新田村,なかしんぼしんでんむら,37.525815,138.919732,田
本所村,ほんじよむら,37.533798,138.916241,所
稲葉新田村・会津興野村・漆原新田村,いなばしんでんむら・あいづごうやむら・うるしはらしんでんむら,37.539478,138.917526,田
戸代新田村,とだいしんでんむら,37.536991,138.91718,田
山崎興野村,やまざきごうやむら,37.527712,138.931587,野
島切窪村,しまきりくぼむら,37.527679,138.935725,窪
庄川新田村,しようがわしんでんむら,37.522509,138.93457,田
庄川村,しようがわむら,37.527012,138.940308,川
石地村,いしじむら,37.531787,138.946508,地
杉沢村,すぎさわむら,37.529381,138.984024,沢
池之島村,いけのしまむら,37.518116,138.967361,島
明戸島村,あけとじまむら,37.519352,138.955536,島
太田村,おおだむら,37.502045,138.959396,田
八十刈新田村,はちじゆうがりしんでんむら,,,田
河野村,がわのむら,37.511223,138.969131,野
宮之原村,みやのはらむら,37.516666,138.976456,原
神保村,しんぼむら,37.500057,138.970825,保
栃窪村,とちくぼむら,37.477871,138.955963,窪
椿沢村,つばきざわむら,37.486305,138.941452,沢
田井村,たいむら,37.495445,138.925049,井
名木野村,なぎのむら,37.519128,138.92568,野
池之内村新田,いけのうちむらしんでん,37.515463,138.928268,田
和田村・時水村,わだむら・ときみずむら,37.516609,138.942352,水
熱田村,あつたむら,37.519108,138.920013,田
新町村,あらまちむら,37.51997,138.91317,町
鳥屋脇村,とやわきむら,37.507931,138.912628,脇
漆山村,うるしやまむら,37.512306,138.90535,山
鹿熊新田村,かくましんでんむら,37.507866,138.896973,田
傍所村,ほうじよむら,37.514519,138.893784,所
北野新田村,きたのしんでんむら,37.521454,138.897018,田
加坪川新田,かつぼがわしんでん,37.527203,138.901184,田
葛巻村・葛巻新田村,くずまきむら・くずまきしんでんむら,37.524103,138.914192,田
市野坪新田村,いちのつぼしんでんむら,37.53212,138.906311,田
柳橋新田村,やなぎばししんでんむら,37.542122,138.900421,田
福島新田村,ふくじましんでんむら,37.534313,138.899094,田
反田村・反田新田村,そりだむら・そりだしんでんむら,37.52631,138.89473,田
青木新田村,あおきしんでんむら,37.517677,138.885925,田
山吉村・山吉新田村・西潟新田村,やまよしむら・やまよししんでんむら・にしがたしんでんむら,37.527023,138.880142,田
速水新田村,はやみずしんでんむら,37.533081,138.887711,田
下山吉村,しもやまよしむら,37.540127,138.884796,吉
上新田,かみしんでん,37.546245,138.887733,田
今町新田,いままちしんでん,37.553387,138.888201,田
横道新田,よこみちしんでん,37.55468,138.885971,田
安田興野,やすだごうや,37.55468,138.885971,野
丸山興野,まるやまごうや,37.563099,138.875748,野
下関新田,しもせきしんでん,37.556807,138.879829,田
三林村,さんばやしむら,37.583748,138.8759,林
釈迦塚新田,しやかづかしんでん,37.58062,138.883759,田
坂井村,さかいむら,37.56204,138.893194,井
坂井新田,さかいしんでん,37.565674,138.896957,田
田之尻村,たのしりむら,37.563499,138.906998,尻
江向新田,えむかいしんでん,37.550091,138.896133,田
芝野村,しばのむら,37.55162,138.892227,野
梅田村,うめだむら,37.554775,138.912415,田
下鳥新村,しもどりしんむら,37.554775,138.912415,新
指出村,さしでむら,37.560898,138.920944,出
桜森村,さくらもりむら,37.560898,138.920944,森
小栗山村,こぐりやまむら,37.553593,138.937103,山
黒坂村,くろさかむら,37.553593,138.937103,坂
中村,なかむら,,,中
三条町,さんじようまち,37.631275,138.954325,条
裏館村,うらだてむら,37.636305,138.95997,館
荒町村,あらまちむら,37.637518,138.950662,町
一ノ木戸村,いちのきどむら,37.631269,138.964294,戸
田島村,たじまむら,37.629554,138.971321,島
中村,なかむら,37.63021,138.974037,中
嘉坪川村,かつぼがわむら,37.641534,138.969121,川
石上村,いしがみむら,37.644853,138.951931,上
栗林村,くりばやしむら,37.652422,138.960693,林
三貫地新田,さんがんじしんでん,37.664597,138.977417,田
柳川新田,やながわしんでん,37.66293,138.987701,田
柳場新田,やなぎばしんでん,37.665367,138.998672,田
須戸新田,すどしんでん,37.655308,138.996094,田
塚野目村,つかのめむら,37.640728,138.973465,目
大宮新田,おおみやしんでん,37.647911,138.976006,田
鶴田村,つるだむら,37.651756,138.98938,田
鶴田新田,つるだしんでん,37.651756,138.98938,田
敦田村,つるだむら,,,田
谷地村,やちむら,,,地
北野新田,きたのしんでん,37.652931,139.007599,田
白山新田,しらやましんでん,37.657372,139.011993,田
三柳村,みつやなぎむら,37.639584,139.002075,柳
牛ヶ島村,うしがしまむら,37.634346,138.997177,島
上保内村,かみほないむら,37.630707,139.023682,内
下保内村,しもほないむら,37.644901,139.02478,内
柳沢村,やなぎさわむら,37.627754,139.00708,沢
上野原村,うえのはらむら,37.622673,139.002777,原
東大崎村,ひがしおおさきむら,37.607929,139.023453,崎
西大崎村,にしおおさきむら,37.622968,138.98202,崎
中新村,ちゆうしんむら,37.610512,138.994003,新
籠場村,かごばむら,37.604141,138.997543,場
入蔵村,にゆうぐらむら,37.631546,138.981705,蔵
坂井村,さかいむら,37.627296,138.974281,井
三竹村,さんちくむら,37.626127,138.978765,竹
諏訪新田,すわしんでん,,,田
月岡村,つきおかむら,37.61225,138.975515,岡
片口村,かたくちむら,37.606445,138.967377,口
如法寺村,によほうじむら,37.602238,138.976013,寺
吉田村,よしだむら,37.5895,138.974258,田
山崎新田,やまざきしんでん,37.587921,138.966141,田
入蔵村,にゆうぐらむら,37.58786,138.944824,蔵
入蔵新田,にゆうぐらしんでん,37.583828,138.945801,田
袋村,ふくろむら,37.59153,138.949692,袋
十登新田,とのぼりしんでん,37.59153,138.949692,田
金子新田,かねこしんでん,37.6071,138.93766,田
西鱈田村,にしたらだむら,37.600231,138.957031,田
東鱈田村,ひがしたらだむら,37.60453,138.946381,田
中村,なかむら,37.612169,138.947556,中
新保村,しんぼむら,37.621437,138.961127,保
四日町村,よつかまちむら,37.622311,138.953433,町
西本成寺村,にしほんじようじむら,37.621247,138.944529,寺
東本成寺村,ひがしほんじようじむら,37.616039,138.946167,寺
大島新田,おおじましんでん,37.666336,138.96254,田
荻島興野,おぎじまこうや,37.669441,138.978989,野
代官島新田,だいかんじましんでん,37.676079,138.980377,田
井戸場新田,いどばしんでん,37.675602,139.001251,田
加茂町村,かもまちむら,37.661218,139.049003,町
矢立新田,やたてしんでん,37.659062,139.040673,田
上条村,じようじようむら,37.661283,139.060631,条
赤谷新田,あかたにしんでん,37.668995,139.058889,田
加茂新田,かもしんでん,37.680237,139.025772,田
山島新田,やまじましんでん,37.682049,139.002457,田
天神林村,てんじんばやしむら,37.667152,139.013443,林
下条村,げじようむら,37.651129,139.044339,条
狭口村,せばぐちむら,37.652575,139.076645,口
黒水村,くろみずむら,37.623562,139.08577,水
西山村,にしやまむら,37.602139,139.088379,山
長谷村,ながたにむら,37.641155,139.109665,谷
下土倉村,しもつちくらむら,37.644875,139.12793,倉
上土倉村,かみつちくらむら,37.628464,139.12468,倉
大谷村,おおたにむら,37.618366,139.125661,谷
高柳村,たかやなぎむら,37.601696,139.12999,柳
宮寄上村,みやよりかみむら,37.583412,139.165619,上
鵜森村,うのもりむら,37.692131,139.000412,森
田中新田,たなかしんでん,37.695908,138.99585,田
砂押新田,すなおししんでん,37.691963,139.006485,田
前須田村,まえすだむら,37.688686,139.012177,田
後須田村,うらすだむら,37.695873,139.013794,田
五反田村,ごたんだむら,37.688648,139.024841,田
新庄村,しんじようむら,,,庄
長新村,ちようしんむら,,,新
大川津村,おおかわづむら,37.612881,138.846189,津
五千石村,ごせんごくむら,37.615679,138.83754,石
横田村,よこたむら,37.635906,138.884247,田
熊森村,くまのもりむら,37.627907,138.868591,森
笈ヶ島村,おいがしまむら,37.618122,138.855057,島
砂子塚村,すなごつかむら,37.634911,138.850845,塚
地蔵堂町,じぞうどうまち,37.632481,138.838028,堂
大武新田,おおたけしんでん,37.622272,138.840561,田
新堀村,にいぼりむら,37.641087,138.838531,堀
棚橋新田,たなはししんでん,37.641087,138.838531,田
泉新村,いずみしんむら,37.639111,138.832169,新
中島村,なかじまむら,37.649624,138.83577,島
源八新田,げんぱちしんでん,37.663624,138.841003,田
国上村,くがみむら,37.662758,138.809418,上
渡部村,わたべむら,37.651226,138.797653,部
真木山村,まぎやまむら,37.641689,138.81044,山
境江村,さかえむら,37.673199,138.826294,江
村山村,むらやまむら,37.680855,138.845154,山
麓村新田,ふもとむらしんでん,37.664803,138.845825,田
観音寺村,かんのんじむら,37.691399,138.820541,寺
走出村,はしりでむら,37.696121,138.832581,出
泉村,いずみむら,37.711094,138.837616,泉
玉幸新田,たまさきしんでん,37.711094,138.837616,田
井田村,いだむら,37.70026,138.849319,田
山崎村,やまざきむら,37.68705,138.848114,崎
中山村,なかやまむら,37.68626,138.854767,山
荻野村,おぎのむら,37.698288,138.864105,野
平野村,ひらのむら,37.697071,138.869141,野
田中新田,たなかしんでん,37.693836,138.86499,田
矢作村,やはぎむら,37.69216,138.867905,作
川崎村,かわさきむら,37.680443,138.869324,崎
大戸村,おおどむら,37.678539,138.867126,戸
間瀬村,まぜむら,37.728237,138.805023,瀬
岩室村,いわむろむら,37.729911,138.853831,室
橋本村,はしもとむら,37.734936,138.842422,本
田子島村,たこじまむら,37.740101,138.849701,島
石瀬村,いしぜむら,37.723549,138.830597,瀬
金池原新田,かないけはらしんでん,37.717194,138.835693,田
猿ヶ瀬村,さるがせむら,37.717121,138.84346,瀬
久保田村,くぼたむら,37.722481,138.845581,田
南谷内村,みなみやちむら,37.715088,138.850647,内
夏井村,なついむら,37.713692,138.861221,井
北野村,きたのむら,37.721996,138.855438,野
中村,なかむら,37.72419,138.866486,中
長島村,ながしまむら,37.729198,138.855881,島
横曾根村,よこぞねむら,37.72994,138.855461,根
潟上村,かたがみむら,37.731686,138.863205,上
新谷村,あらやむら,37.739967,138.857391,谷
油島村,あぶらじまむら,37.745785,138.860855,島
舟越村,ふなこしむら,37.736927,138.866669,越
高畑村,たかばたけむら,37.746094,138.870087,畑
植野新田村,うえのしんでんむら,37.746094,138.870087,田
高橋村,たかはしむら,37.730247,138.891327,橋
富岡村,とみおかむら,37.721661,138.899277,岡
津雲田村,つくもだむら,37.718384,138.892883,田
原村,はらむら,37.714008,138.876175,原
西槙新田村,にしまきしんでんむら,37.727745,138.928757,田
佐渡山村,さどやまむら,37.716412,138.917084,山
小島村,こじまむら,37.712349,138.929855,島
雀森村,すずめもりむら,37.699141,138.922226,森
米納津村,よのうづむら,37.699867,138.905136,津
庚塚新田村,かねづかしんでんむら,,,田
大保新田村,だいぼしんでんむら,,,田
富永村,とみながむら,37.69355,138.893784,永
富永十兵衛新田,とみながじゆうべえしんでん,37.688152,138.902054,田
本町村,もとまちむら,37.665379,138.928116,町
宮小路村,みやこうじむら,37.70008,138.875551,路
本所村,ほんじよむら,,,所
吉田村,よしだむら,37.683928,138.886292,田
松岡新田村,まつおかしんでんむら,37.68483,138.881183,田
大島村,おおじまむら,37.684779,138.874402,島
野沖村古新田,のおきむらこしんでん,37.685429,138.895981,田
法花堂村,ほつけどうむら,37.676566,138.89793,堂
中野村,なかのむら,37.680153,138.879539,野
治田新田,はつたしんでん,37.681995,138.876205,田
大田村,おおたむら,37.670841,138.878113,田
下粟生津村,しもあおうづむら,37.659698,138.878754,津
喜津村外新田,きつむらとしんでん,37.659698,138.878754,田
上河原村外新田,かみがわらむらとしんでん,37.648893,138.872475,田
粟生津村,あおうづむら,37.646584,138.866852,津
高木村古新田,たかぎむらこしんでん,,,田
野本新田村,のもとしんでんむら,,,田
平井新田村,ひらいしんでんむら,37.688152,138.871948,田
田中新村,たなかしんむら,37.674116,138.882057,新
溝村新田,みぞむらしんでん,37.657387,138.864136,田
溝古新田,みぞこしんでん,37.6637,138.866791,田
溝古新村新田,みぞこしんむらしんでん,37.6637,138.866791,田
牧ヶ島村,まきがしまむら,37.723652,138.933075,島
打越村,うちこしむら,37.730537,138.941147,越
道上村,どうじようむら,37.740288,138.958252,上
福島村,ふくじまむら,37.729725,138.958649,島
河間村,こうまむら,37.729984,138.96637,間
三門新村,みつかどしんむら,37.73151,138.977112,新
針ヶ曾根村,はりがそねむら,37.724457,138.981064,根
六分村,ろくぶむら,37.710945,138.984177,分
高野宮村,こうのみやむら,37.709721,138.980675,宮
長場村,ながばむら,37.706108,138.979897,場
潟浦新村,かたうらしんむら,37.690849,138.973785,新
中村,なかむら,37.70335,138.97142,中
船越村,ふなこしむら,37.714314,138.971359,越
門田村,もんたむら,37.713873,138.974197,田
姥島村,うばじまむら,37.71331,138.951279,島
真木村,まきむら,37.707039,138.954468,木
釣寄新村,つりよせしんむら,37.7505,138.978531,新
長島村,ながしまむら,37.735237,138.984589,島
下曲通村,しもまがりどおりむら,37.750298,139.002731,通
上曲通村,かみまがりどおりむら,37.744587,138.99852,通
西萱場村,にしかやばむら,37.735573,138.997711,場
五之上村,ごのかみむら,37.793545,138.970932,上
横戸村,よこどむら,,,戸
水沢新田村,みずさわしんでんむら,,,田
山口新田村,やまぐちしんでんむら,37.776936,138.970383,田
熊谷村,くまがいむら,37.774017,138.974808,谷
上大原村,かみおおはらむら,,,原
下大原村,しもおおはらむら,,,原
番屋村,ばんやむら,37.759914,138.966827,屋
茨島村,いばらじまむら,37.756298,138.958061,島
今井村,いまいむら,37.759125,138.946823,井
大曾根村,おおぞねむら,,,根
国見村,くにみむら,37.747089,138.943222,見
白根村,しろねむら,37.765285,139.039993,根
味方村,あじかたむら,37.786667,138.998627,方
味方新田,あじかたしんでん,37.786667,138.998627,田
吉江村,よしえむら,37.794697,139.00882,江
吉田新田,よしだしんでん,37.798073,139.00827,田
山王興野村,さんのうごうやむら,37.801952,139.00737,野
山王新田,さんのうしんでん,37.800735,139.007523,田
大倉興野村,おおくらごうやむら,37.806187,139.004044,野
大倉新田,おおくらしんでん,37.806644,139.002213,田
居宿村,いしゆくむら,37.812294,138.99585,宿
合子ヶ作村,ごうしがさくむら,37.875507,139.018005,作
鳥原村,とつぱらむら,37.857025,139.007339,原
鳥原新田,とつぱらしんでん,37.845501,138.998299,田
北場村,きたばむら,37.859478,138.991257,場
木場村,きばむら,37.832308,138.970528,場
板井村,いたいむら,37.816883,138.989456,井
平野村,ひらのむら,37.803215,138.903824,野
中島新田村,なかじましんでんむら,37.796829,138.888199,田
西ゆり上村,にしゆりあげむら,37.785423,138.885208,上
下山村,しもやまむら,37.794605,138.897781,山
尺子木村,しやくしぎむら,37.795948,138.908401,木
河崎郷屋村,かわさきごうやむら,37.795948,138.908401,屋
鱸郷屋村,すずきごうやむら,37.796459,138.913452,屋
槙島村,まきじまむら,37.787556,138.90184,島
天竺堂村,てんじくどうむら,37.779701,138.904404,堂
真田村,さなだむら,37.777386,138.899109,田
矢島村古新田,やじまむらこしんでん,37.777466,138.923218,田
籏屋村,はたやむら,37.788788,138.935165,屋
松崎村外新田,まつさきむらとしんでん,37.787003,138.945877,田
曾根村,そねむら,37.796581,138.933304,根
冨出村外新田,とんでむらとしんでん,37.796581,138.933304,田
善光寺村,ぜんこうじむら,37.80265,138.919373,寺
桑山村,くわやまむら,37.808208,138.912888,山
兵右衛門新田,ひようえもんしんでん,37.80637,138.942078,田
大潟村古新田,おおかたむらこしんでん,,,田
浦村新田村,うらむらしんでんむら,,,田
大関村古新田,おおせきむらこしんでん,,,田
升岡新田村,ますおかしんでんむら,,,田
与兵衛野新田,よへえのしんでん,37.817749,138.964798,田
三角野新田,さんかくのしんでん,37.826885,138.963501,田
貝柄新田,かいがらしんでん,37.809586,138.971725,田
堀上新田,ほりあげしんでん,37.816856,138.966446,田
熊潟新田,くまがたしんでん,37.81801,138.966187,田
四ッ郷屋村,よつごうやむら,37.841579,138.885696,屋
越前浜村,えちぜんはまむら,37.813259,138.850357,浜
角田浜村,かくだはまむら,37.794285,138.825684,浜
五ヶ浜村,ごかはまむら,37.778088,138.820953,浜
角海浜村,かくみはまむら,37.755993,138.810822,浜
大原新田村,おおはらしんでんむら,,,田
新保新田村,しんぼしんでんむら,,,田
松野尾村,まつのおむら,37.798779,138.87207,尾
松山新田村,まつやましんでんむら,,,田
布目村,ぬのめむら,37.788292,138.868454,目
横山村外新田,よこやまむらとしんでん,37.781288,138.872131,田
稲島村,とうじまむら,37.786308,138.85675,島
大谷新田村,おおたにしんでんむら,37.786308,138.85675,田
伏部村,ふすべむら,37.775276,138.850861,部
前田村,まえたむら,37.769699,138.875519,田
竹野町村,たけのまちむら,37.769001,138.8564,町
鷲木村,わしのきむら,37.756001,138.864761,木
下木島村,しもきじまむら,37.758228,138.858063,島
上木島村,かみきじまむら,37.754261,138.853958,島
舟戸村,ふなとむら,37.75391,138.84996,戸
三根山,みねやま,37.756092,138.846024,山
福井村,ふくいむら,37.760937,138.831573,井
平沢村,ひらさわむら,37.76585,138.839935,沢
松郷屋村,まつごうやむら,37.764038,138.850555,屋
羽田村,はねだむら,37.778343,138.883286,田
東ゆり上村,ひがしゆりあげむら,37.781734,138.890823,上
中郷屋村,なかごうやむら,37.772812,138.898926,屋
はかや場・車場村,はかやば・くるまばむら,37.767754,138.891724,場
割前村,わりまえむら,37.773846,138.887238,前
堀山新田村,ほりやましんでんむら,37.754581,138.879471,田
河井村,かわいむら,37.753029,138.907974,井
柿島村,かきじまむら,37.753708,138.915817,島
山島村新田,やまじまむらしんでん,,,田
漆山村,うるしやまむら,37.750645,138.928955,山
古志田村新田,こしだむらしんでん,37.757492,138.93924,田
寺潟村新田,てらかたむらしんでん,37.757492,138.93924,田
下郷屋村新田,しもごうやむらしんでん,37.757492,138.93924,田
並木村,なみきむら,37.735851,138.925507,木
槙岡新田,まぎおかしんでん,37.735851,138.925507,田
馬堀村,まぼりむら,37.736977,138.909439,堀
中野村,なかのむら,37.721321,138.907089,野
桜林村,さくらばやしむら,37.732582,138.899948,林
安尻村,あじりむら,37.741638,138.885452,尻
長所村,ちようしよむら,37.714024,138.938568,所
館野池村,たてのいけむら,37.714024,138.938568,池
大嘉新村,おおかしんむら,37.714024,138.938568,新
長池新村,ながいけしんむら,37.714024,138.938568,新
館野村,たてのむら,37.704479,138.93428,野
松橋村,まつはしむら,37.69482,138.925507,橋
永野新田,ながのしんでん,37.69482,138.925507,田
平岡新田村,ひらおかしんでんむら,37.69482,138.925507,田
長渡村,ながわたりむら,37.693291,138.931259,渡
関崎村,せきさきむら,37.69426,138.938812,崎
灰方村,はいがたむら,37.682384,138.930832,方
又新村,またしんむら,37.687439,138.947357,新
二階堂村,にかいどうむら,37.697891,138.943329,堂
勘新村,かんしんむら,37.693462,138.950989,新
小古津新村,こふるつしんむら,37.69408,138.956818,新
大船渡村,おおふなどむら,37.699539,138.947525,渡
小中川村,こなかがわむら,37.694899,138.959991,川
次新村,つぎしんむら,37.687637,138.965149,新
上児木村,かみちごのきむら,37.681957,138.964691,木
下児木村,しもちごのきむら,37.683434,138.970688,木
四ッ屋村,よつやむら,37.683556,138.958679,屋
中川村,なかがわむら,37.678238,138.950607,川
小牧村,こまきむら,37.676037,138.948914,牧
佐渡村,さわたりむら,37.660755,138.951431,渡
大田村,おおたむら,37.662677,138.918389,田
杣木村,そまぎむら,37.666824,138.916208,木
花見村,はなみむら,37.680607,138.911484,見
桜町村,さくらまちむら,37.683712,138.905945,町
小関村,こせきむら,37.65972,138.907959,関
大関村,おおせきむら,37.660013,138.908577,関
蔵関村,くらせきむら,37.655946,138.909251,関
八王寺村,はちおうじむら,37.640015,138.922806,寺
杉柳村,すぎやなぎむら,37.648817,138.903839,柳
杉名村,すぎなむら,37.646542,138.902824,名
柳山村,やなぎやまむら,37.645018,138.901657,山
小池村,こいけむら,37.640728,138.895462,池
村松町,むらまつまち,37.687382,139.178986,松
東石曾根村,ひがしいしぞねむら,37.705893,139.190353,根
西石曾根村,にしいしぞねむら,37.694508,139.19751,根
木越村,きごしむら,37.717278,139.183197,越
千原村,ちわらむら,37.706791,139.159836,原
川内村,かわちむら,37.677925,139.213791,内
矢津村,やづむら,37.689751,139.205185,津
阿弥陀瀬村,あみだせむら,37.665077,139.199219,瀬
下阿弥陀瀬村,しもあみだせむら,37.67683,139.200165,瀬
熊沢村,くまのさわむら,37.672749,139.210526,沢
仙見谷村,せんみだにむら,37.608723,139.219757,谷
水戸野村,みどのむら,37.668861,139.226013,野
土淵村,どぶちむら,37.677155,139.225357,淵
松野村,まつのむら,37.677383,139.255829,野
横渡村,よこわたりむら,37.665085,139.243164,渡
笹目村,ささめむら,37.661102,139.25383,目
小面谷村,こつらだにむら,37.605034,139.312683,谷
下杉川村,しもすぎかわむら,37.654579,139.246368,川
上杉川村,かみすぎかわむら,37.593098,139.255371,川
大口村,おおくちむら,37.679108,139.174973,口
中島村,なかじまむら,37.676491,139.180344,島
別所村,べつしよむら,37.674088,139.170486,所
安出村,やすいでむら,37.660599,139.19162,出
大原村,おおはらむら,37.661045,139.181992,原
新屋村,あらやむら,37.660599,139.172836,屋
蛭野村,ひるのむら,37.635197,139.199509,野
山谷村,やまやむら,37.647652,139.172226,谷
下戸倉村,しもとぐらむら,37.627853,139.183212,倉
上戸倉村,かみとぐらむら,37.620125,139.16394,倉
上大蒲原村,かみおおかんばらむら,37.645493,139.151031,原
下大蒲原村,しもおおかんばらむら,37.658112,139.154221,原
高松村,たかまつむら,37.642197,139.139481,松
牧村,まきむら,37.664959,139.124649,牧
上野村,うえのむら,37.668549,139.146683,野
寺田村,てらだむら,37.669437,139.159576,田
田中村,たなかむら,37.677025,139.149475,中
青橋村,あおはしむら,37.685349,139.152466,橋
中野橋村,なかのはしむら,37.689156,139.148224,橋
長橋村,ながはしむら,37.698421,139.141571,橋
中村,なかむら,37.665295,139.131279,中
笹野町村,ささのまちむら,37.69804,139.155548,町
中名沢村,ちゆうなざわむら,37.707211,139.147644,沢
小須戸町,こすどまち,37.774008,139.067352,戸
横川浜村,よこがわはまむら,37.746429,139.074524,浜
小向村,こむかいむら,37.74033,139.069305,向
水田村,すいたむら,37.729195,139.063995,田
新保村,しんぼむら,37.758461,139.083755,保
竜玄新田,りゆうげんしんでん,,,田
矢代田村,やしろだむら,37.743786,139.101913,田
天ヶ沢新田,あまがさわしんでん,37.752243,139.097488,田
鎌倉新田,かまくらしんでん,,,田
横越村,よこごしむら,37.869087,139.154139,越
木津村,きつむら,37.840164,139.144516,津
二本木村,にほんぎむら,37.846104,139.119843,木
浦新田,うらしんでん,37.846104,139.119843,田
虫見堂新田,むしみどうしんでん,37.846922,139.107178,田
亀田町新田,かめだまちしんでん,37.876183,139.107771,田
高山新田,たかやましんでん,37.873018,139.10835,田
船戸山新田,ふなとやましんでん,37.871442,139.101952,田
荻曾根新田,おぎそねしんでん,37.870543,139.09663,田
貝塚新田,かいづかしんでん,,,田
袋津村,ふくろづむら,37.865284,139.117476,津
砂崩新田,すなくずれしんでん,37.867233,139.131226,田
城所村,じようしよむら,37.861831,139.110994,所
茅山村,ちのやまむら,37.854877,139.106064,山
鵜子村,うのこむら,,,子
早通村,はやどおりむら,37.862564,139.089172,通
白根村,しろねむら,37.759341,139.029068,根
浄楽寺新田,じようらくじしんでん,37.780052,139.026697,田
保坂村,ほさかむら,37.788738,139.023193,坂
夏保新田,なつほしんでん,37.79567,139.025177,田
高井興野村,たかいごうやむら,37.800072,139.021729,野
山崎興野村,やまざきごうやむら,37.809601,139.020676,野
松橋村,まつはしむら,37.822872,139.006607,橋
塩俵新田,しおだわらしんでん,37.832378,139.016739,田
鷲木新田,わしのきしんでん,37.837324,139.024277,田
東笠巻新田,ひがしかさまきしんでん,37.816303,139.041519,田
西笠巻新田,にしかさまきしんでん,37.805595,139.044479,田
獺ヶ通新田,うすがどおりしんでん,37.832996,139.050064,田
西酒屋村,にしさかやむら,37.828529,139.055008,屋
庄助新田,しようすけしんでん,37.828529,139.055008,田
犬帰新田,いぬかえりしんでん,37.817238,139.057236,田
粟巻新田,あわまきしんでん,37.816704,139.051178,田
大郷村,だいごうむら,37.80592,139.059326,郷
臼井村,うすいむら,37.776924,139.057365,井
小平次新田,こへいじしんでん,37.77351,139.058868,田
小見新田,おみしんでん,37.773155,139.061768,田
戸石新田,といししんでん,,,田
上八枚新田,かみはちまいしんでん,37.747475,139.061111,田
古河下新田,こがしたしんでん,37.747475,139.061111,田
次郎右衛門興野,じろうえもんごうや,37.743237,139.05928,野
十二道島村,じゆうにどうじまむら,37.738949,139.055954,島
蜘手興野,くもでごうや,37.735874,139.051163,野
鋳物師興野,いもじごうや,37.731033,139.05603,野
菱潟新田,ひしがたしんでん,37.726131,139.044189,田
天王新田,てんのうしんでん,37.741428,139.039154,田
牛崎村,うしざきむら,37.729149,139.039459,崎
牛崎新田,うしざきしんでん,37.729149,139.039459,田
万年新田,まんねんしんでん,37.745255,139.029169,田
平潟新田,ひらがたしんでん,37.736526,139.024551,田
沖新保新田,おきしんぼしんでん,37.723976,139.019608,田
飯島新田,いいじましんでん,,,田
庄瀬村,しようぜむら,37.717724,139.033966,瀬
真木新田,まぎしんでん,,,田
古川新田,ふるかわしんでん,37.702904,139.02916,田
兎新田,うさぎしんでん,37.697414,139.029282,田
東萱場村,ひがしかやばむら,37.733624,139.009079,場
茨曾根村,いばらそねむら,37.716671,139.00798,根
茨新村,いばらしんむら,37.716671,139.00798,新
新飯田村,にいだむら,37.692959,138.98468,田
上新田,かみしんでん,37.681568,138.988174,田
新津村,にいつむら,37.79873,139.123259,津
古田新田,こだしんでん,37.799907,139.119646,田
田家村,たいむら,37.788061,139.132791,家
金沢新田,かなざわしんでん,37.798893,139.137003,田
柄目木新田,がらめきしんでん,37.791999,139.142535,田
飯柳新田,いやなぎしんでん,37.786797,139.151871,田
善道興野,ぜんどうごや,37.803253,139.120689,野
下興野,しもごや,37.807556,139.122639,野
北上興野,きたかみごや,37.812088,139.117325,野
上金沢村,かみかなざわむら,37.796886,139.152969,沢
